flight_number,departure_airport,arrival_airport,airline_code,departure_time,departure_timestamp,arrival_time,arrival_timestamp
5816,CAN,ICN,KE,2017-11-08 09:25:00,1510133100,2017-11-08 13:50:00,1510149000
3061,CAN,ICN,CZ,2017-11-08 10:45:00,1510137900,2017-11-08 15:15:00,1510154100
5826,CAN,ICN,KE,2017-11-08 10:45:00,1510137900,2017-11-08 15:15:00,1510154100
339,CAN,ICN,CZ,2017-11-08 16:20:00,1510158000,2017-11-08 20:35:00,1510173300
5830,CAN,ICN,KE,2017-11-08 16:20:00,1510158000,2017-11-08 20:35:00,1510173300
370,CAN,ICN,OZ,2017-11-08 12:40:00,1510144800,2017-11-08 16:50:00,1510159800
358,CAN,ICN,OZ,2017-11-09 01:15:00,1510190100,2017-11-09 05:30:00,1510205400
866,CAN,ICN,KE,2017-11-09 13:15:00,1510233300,2017-11-09 17:25:00,1510248300
4501,CAN,ICN,CZ,2017-11-09 13:15:00,1510233300,2017-11-09 17:25:00,1510248300
337,CAN,ICN,CZ,2017-11-09 09:25:00,1510219500,2017-11-09 13:50:00,1510235400
5816,CAN,ICN,KE,2017-11-09 09:25:00,1510219500,2017-11-09 13:50:00,1510235400
3061,CAN,ICN,CZ,2017-11-09 10:45:00,1510224300,2017-11-09 15:15:00,1510240500
5826,CAN,ICN,KE,2017-11-09 10:45:00,1510224300,2017-11-09 15:15:00,1510240500
339,CAN,ICN,CZ,2017-11-09 16:20:00,1510244400,2017-11-09 20:35:00,1510259700
5830,CAN,ICN,KE,2017-11-09 16:20:00,1510244400,2017-11-09 20:35:00,1510259700
370,CAN,ICN,OZ,2017-11-09 12:40:00,1510231200,2017-11-09 16:50:00,1510246200
356,CAN,ICN,OZ,2017-11-10 01:15:00,1510276500,2017-11-10 05:30:00,1510291800
866,CAN,ICN,KE,2017-11-10 13:15:00,1510319700,2017-11-10 17:25:00,1510334700
4501,CAN,ICN,CZ,2017-11-10 13:15:00,1510319700,2017-11-10 17:25:00,1510334700
337,CAN,ICN,CZ,2017-11-10 09:25:00,1510305900,2017-11-10 13:50:00,1510321800
5816,CAN,ICN,KE,2017-11-10 09:25:00,1510305900,2017-11-10 13:50:00,1510321800
3061,CAN,ICN,CZ,2017-11-10 10:45:00,1510310700,2017-11-10 15:15:00,1510326900
5826,CAN,ICN,KE,2017-11-10 10:45:00,1510310700,2017-11-10 15:15:00,1510326900
339,CAN,ICN,CZ,2017-11-10 16:20:00,1510330800,2017-11-10 20:35:00,1510346100
5830,CAN,ICN,KE,2017-11-10 16:20:00,1510330800,2017-11-10 20:35:00,1510346100
370,CAN,ICN,OZ,2017-11-10 12:40:00,1510317600,2017-11-10 16:50:00,1510332600
379,CAN,PVG,CZ,2017-11-06 14:00:00,1509976800,2017-11-06 16:20:00,1509985200
7766,CAN,PVG,DL,2017-11-06 14:00:00,1509976800,2017-11-06 16:20:00,1509985200
4534,CAN,PVG,KL,2017-11-06 14:00:00,1509976800,2017-11-06 16:20:00,1509985200
3545,CAN,PVG,CZ,2017-11-06 18:00:00,1509991200,2017-11-06 20:35:00,1510000500
3586,CAN,PVG,CZ,2017-11-06 22:00:00,1510005600,2017-11-07 00:20:00,1510014000
6014,CAN,PVG,SV,2017-11-06 22:00:00,1510005600,2017-11-07 00:20:00,1510014000
9528,CAN,PVG,FM,2017-11-06 20:05:00,1509998700,2017-11-06 22:30:00,1510007400
9528,CAN,PVG,MU,2017-11-06 20:05:00,1509998700,2017-11-06 22:30:00,1510007400
7141,CAN,PVG,HU,2017-11-06 08:20:00,1509956400,2017-11-06 10:40:00,1509964800
9302,CAN,PVG,FM,2017-11-06 07:30:00,1509953400,2017-11-06 09:50:00,1509961800
9302,CAN,PVG,MU,2017-11-06 07:30:00,1509953400,2017-11-06 09:50:00,1509961800
6729,CAN,PVG,DL,2017-11-06 07:30:00,1509953400,2017-11-06 09:50:00,1509961800
9312,CAN,PVG,FM,2017-11-06 12:50:00,1509972600,2017-11-06 15:10:00,1509981000
6730,CAN,PVG,DL,2017-11-06 12:50:00,1509972600,2017-11-06 15:10:00,1509981000
9312,CAN,PVG,MU,2017-11-06 12:50:00,1509972600,2017-11-06 15:10:00,1509981000
1866,CAN,PVG,CA,2017-11-06 20:50:00,1510001400,2017-11-06 23:15:00,1510010100
7131,CAN,PVG,HU,2017-11-06 12:55:00,1509972900,2017-11-06 15:10:00,1509981000
379,CAN,PVG,CZ,2017-11-07 14:00:00,1510063200,2017-11-07 16:20:00,1510071600
7766,CAN,PVG,DL,2017-11-07 14:00:00,1510063200,2017-11-07 16:20:00,1510071600
4534,CAN,PVG,KL,2017-11-07 14:00:00,1510063200,2017-11-07 16:20:00,1510071600
3545,CAN,PVG,CZ,2017-11-07 18:00:00,1510077600,2017-11-07 20:35:00,1510086900
3586,CAN,PVG,CZ,2017-11-07 22:00:00,1510092000,2017-11-08 00:20:00,1510100400
6014,CAN,PVG,SV,2017-11-07 22:00:00,1510092000,2017-11-08 00:20:00,1510100400
9528,CAN,PVG,FM,2017-11-07 20:05:00,1510085100,2017-11-07 22:30:00,1510093800
